ProductID,ProductCode,ProductName,Category,SubCategory,Brand,UnitPrice,StandardCost,Status,CreatedDate,ModifiedDate,SourceSystem
100708,PROD-100708,User-centric multi-tasking implementation,Software,Operating System,HP,2487.49,3291.81,Active,2025-12-03,2026-04-06,ERP
100709,PROD-100709,Function-based attitude-oriented Graphical User Interface,Storage,SAN,VMware,3073.72,770.49,Active,2025-11-29,2024-10-08,ERP
100710,PROD-100710,Function-based client-server Local Area Network,Storage,NAS,Adobe,4131.54,782.55,Active,2023-08-07,2024-12-31,ERP
100711,PROD-100711,Horizontal object-oriented firmware,Services,Consulting,Lenovo,280.18,2542.13,Active,2024-08-17,2024-12-13,ERP
100712,PROD-100712,Fully-configurable 4thgeneration success,Software,Office,Adobe,3309.36,3825.86,Active,2023-05-17,2026-06-22,ERP
100713,PROD-100713,Fundamental motivating structure,Cloud,Networking,Microsoft,2675.3,218.07,Active,2022-05-12,2025-05-21,ERP
100714,PROD-100714,Optimized high-level instruction set,Storage,Archive,HP,3474.5,715.26,Active,2024-03-12,2026-05-19,ERP
100715,PROD-100715,Re-engineered local conglomeration,Cloud,Compute,Lenovo,3304.73,2434.49,Active,2021-12-01,2025-11-03,ERP
100716,PROD-100716,Focused uniform system engine,Services,Implementation,Lenovo,4898.53,3665.74,Active,2023-03-30,2025-01-17,ERP
100717,PROD-100717,Proactive high-level attitude,Networking,Firewall,Lenovo,4819.79,3882.7,Active,2025-01-29,2025-11-18,ERP
100718,PROD-100718,Phased incremental forecast,Collaboration,Meetings,HP,2093.09,2807.56,Active,2021-09-27,2025-10-05,ERP
100719,PROD-100719,Monitored empowering orchestration,Security,Threat Protection,Cisco,1044.4,2506.07,Active,2022-08-07,2026-02-27,ERP
100720,PROD-100720,Programmable context-sensitive installation,Security,Threat Protection,HP,4907.61,2609.09,Active,2024-01-16,2025-07-27,ERP
100721,PROD-100721,Quality-focused multi-tasking capability,Cloud,AI,Dell,3815.84,2260.06,Active,2023-11-02,2026-01-30,ERP
100722,PROD-100722,Devolved 3rdgeneration solution,Storage,Backup,Lenovo,4051.11,2102.85,Active,2023-03-15,2025-10-05,ERP
100723,PROD-100723,Focused 4thgeneration parallelism,Hardware,Monitor,HP,312.67,250.0,Active,2026-04-18,2025-02-04,ERP
100724,PROD-100724,Intuitive zero-defect help-desk,Security,Endpoint,VMware,3432.78,607.05,Active,2025-12-18,2026-07-30,ERP
100725,PROD-100725,Total zero tolerance array,Hardware,Server,Cisco,3780.29,153.42,Active,2024-04-09,2026-04-13,ERP
100726,PROD-100726,Mandatory clear-thinking emulation,Collaboration,Email,Cisco,3724.94,2256.05,Active,2024-09-14,2025-11-20,ERP
100727,PROD-100727,Pre-emptive stable time-frame,Networking,Firewall,Microsoft,4636.1,1565.53,Active,2021-10-09,2026-03-31,ERP
100728,PROD-100728,Re-engineered dynamic groupware,Services,Consulting,Microsoft,3731.17,832.27,Active,2024-03-04,2025-10-06,ERP
100729,PROD-100729,Right-sized contextually-based artificial intelligence,Collaboration,Meetings,Citrix,3787.78,2197.8,Active,2025-09-13,2025-09-11,ERP
100730,PROD-100730,Vision-oriented zero-defect website,Networking,Switch,VMware,2271.63,3934.23,Active,2022-12-28,2025-11-17,ERP
100731,PROD-100731,Polarized eco-centric framework,Software,Database,HP,3688.64,499.43,Active,2021-10-04,2025-02-05,ERP
100732,PROD-100732,Ameliorated background task-force,Hardware,Monitor,VMware,2805.16,542.01,Active,2022-01-28,2024-08-31,ERP
100733,PROD-100733,Inverse content-based standardization,Security,Identity,Citrix,2358.34,3751.54,Active,2024-10-14,2026-06-12,ERP
100734,PROD-100734,Face-to-face maximized Local Area Network,Hardware,Desktop,Citrix,3004.56,3100.3,Active,2025-07-27,2024-10-20,ERP
100735,PROD-100735,Distributed 24hour challenge,Security,Encryption,Citrix,410.76,2838.03,Active,2021-12-01,2026-02-22,ERP
100736,PROD-100736,Vision-oriented multi-state function,Networking,Switch,Dell,3941.98,658.5,Active,2022-02-24,2025-01-01,ERP
100737,PROD-100737,Open-architected needs-based conglomeration,Storage,SAN,Citrix,1144.93,873.08,Active,2025-07-29,2025-05-02,ERP
100738,PROD-100738,Self-enabling local analyzer,Services,Training,Citrix,1503.19,3802.48,Active,2022-05-03,2026-02-12,ERP
100739,PROD-100739,Networked holistic knowledgebase,Collaboration,Email,Dell,3361.25,1796.53,Active,2022-07-17,2024-08-09,ERP
100740,PROD-100740,Robust zero-defect secured line,Networking,Router,Citrix,1937.79,3189.92,Active,2026-07-06,2026-03-29,ERP
100741,PROD-100741,De-engineered demand-driven secured line,Software,Office,VMware,2724.17,1149.25,Active,2025-02-03,2024-11-07,ERP
100742,PROD-100742,Robust methodical circuit,Services,Implementation,Adobe,267.07,3595.67,Active,2022-07-19,2024-12-13,ERP
100743,PROD-100743,Polarized executive collaboration,Networking,Firewall,Dell,4743.65,690.39,Active,2026-04-23,2025-04-07,ERP
100744,PROD-100744,Inverse empowering policy,Hardware,Laptop,Cisco,3368.16,3099.99,Active,2021-12-08,2025-11-25,ERP
100745,PROD-100745,Monitored bi-directional attitude,Storage,SAN,Cisco,2711.88,2818.4,Active,2026-06-10,2024-09-28,ERP
100746,PROD-100746,Implemented national forecast,Storage,SAN,HP,167.58,2874.55,Active,2022-12-04,2024-08-16,ERP
100747,PROD-100747,Multi-tiered mobile pricing structure,Hardware,Laptop,Dell,318.63,3182.0,Active,2025-03-15,2025-05-01,ERP
100748,PROD-100748,Progressive analyzing workforce,Software,Database,VMware,2067.78,1818.22,Active,2026-04-22,2024-11-12,ERP
100749,PROD-100749,Seamless disintermediate collaboration,Storage,Archive,Citrix,133.61,2701.36,Active,2022-07-26,2026-04-16,ERP
100750,PROD-100750,Triple-buffered hybrid portal,Hardware,Laptop,Microsoft,3519.37,313.54,Active,2026-01-06,2025-09-14,ERP
100751,PROD-100751,Phased grid-enabled superstructure,Software,Analytics,VMware,3052.5,1144.03,Active,2025-03-12,2025-02-01,ERP
100752,PROD-100752,Future-proofed contextually-based throughput,Collaboration,Productivity,Lenovo,4119.51,147.51,Active,2025-06-13,2025-08-14,ERP
100753,PROD-100753,Mandatory dynamic task-force,Cloud,Storage,HP,3746.43,3192.16,Active,2025-04-23,2025-10-11,ERP
100754,PROD-100754,Pre-emptive empowering infrastructure,Security,Endpoint,VMware,3402.58,3658.82,Active,2024-07-15,2026-05-06,ERP
100755,PROD-100755,Front-line optimal approach,Services,Consulting,HP,660.01,44.99,Active,2025-11-04,2026-06-29,ERP
100756,PROD-100756,Implemented multi-tasking array,Storage,SAN,VMware,1089.76,2972.19,Active,2025-04-24,2024-11-19,ERP
100757,PROD-100757,Triple-buffered 24/7 strategy,Services,Support,Lenovo,4532.86,3409.55,Active,2022-04-20,2025-05-12,ERP
100758,PROD-100758,Distributed composite budgetary management,Cloud,Storage,HP,1142.9,3343.12,Active,2023-09-19,2025-06-29,ERP
100759,PROD-100759,Progressive bifurcated attitude,Networking,Router,HP,3371.34,2279.99,Active,2022-03-17,2025-04-28,ERP
100760,PROD-100760,Future-proofed interactive complexity,Hardware,Monitor,Dell,1488.73,292.77,Active,2026-01-09,2025-06-21,ERP
100761,PROD-100761,Expanded multi-tasking structure,Software,Database,Adobe,4760.12,1444.62,Active,2021-08-07,2024-10-11,ERP
100762,PROD-100762,Team-oriented human-resource architecture,Networking,Router,VMware,3116.6,3602.97,Active,2025-10-18,2025-09-19,ERP
100763,PROD-100763,Diverse attitude-oriented application,Services,Implementation,Adobe,1675.31,2646.2,Active,2025-09-03,2026-05-12,ERP
100764,PROD-100764,Reverse-engineered 3rdgeneration capacity,Cloud,AI,Citrix,4795.36,695.34,Active,2022-05-18,2024-11-08,ERP
100765,PROD-100765,Distributed upward-trending groupware,Services,Support,Cisco,3575.39,2572.33,Active,2024-12-22,2025-12-22,ERP
100766,PROD-100766,Public-key systemic solution,Security,Threat Protection,HP,3413.92,1342.96,Active,2023-06-02,2025-12-02,ERP
100767,PROD-100767,Cloned coherent customer loyalty,Collaboration,Productivity,Adobe,1825.77,1239.25,Active,2024-03-31,2025-03-16,ERP
100768,PROD-100768,Organized user-facing knowledge user,Software,Database,Dell,4216.88,3438.39,Active,2023-03-10,2024-10-12,ERP
100769,PROD-100769,Configurable user-facing system engine,Cloud,Storage,VMware,3681.05,2515.81,Active,2025-06-28,2026-02-19,ERP
100770,PROD-100770,Intuitive optimal customer loyalty,Software,Operating System,Microsoft,4072.58,2326.13,Active,2025-02-17,2024-12-13,ERP
100771,PROD-100771,Robust coherent instruction set,Networking,Router,VMware,2740.17,3994.94,Active,2022-07-13,2025-02-15,ERP
100772,PROD-100772,Quality-focused uniform parallelism,Collaboration,Meetings,Citrix,1992.87,3568.46,Active,2022-08-19,2026-01-14,ERP
100773,PROD-100773,Proactive logistical knowledgebase,Security,Endpoint,Adobe,2530.56,384.95,Active,2025-04-24,2026-07-26,ERP
100774,PROD-100774,Distributed 4thgeneration alliance,Services,Consulting,Cisco,4247.51,3231.0,Active,2024-11-17,2026-06-15,ERP
100775,PROD-100775,Configurable scalable capacity,Cloud,Storage,Adobe,838.15,2276.27,Active,2024-11-27,2025-04-10,ERP
100776,PROD-100776,Optional tertiary process improvement,Cloud,Networking,Citrix,250.08,3051.85,Active,2024-10-03,2026-07-05,ERP
100777,PROD-100777,Persevering national orchestration,Networking,Router,VMware,1878.7,195.16,Active,2023-09-15,2025-10-02,ERP
100778,PROD-100778,Intuitive optimal portal,Networking,Firewall,Lenovo,2374.89,1832.21,Active,2025-11-24,2025-08-19,ERP
100779,PROD-100779,Business-focused systemic definition,Hardware,Laptop,Citrix,560.96,3874.55,Active,2022-01-26,2025-04-22,ERP
100780,PROD-100780,Inverse 24hour product,Security,Threat Protection,HP,1914.46,1529.61,Active,2022-01-22,2026-04-29,ERP
100781,PROD-100781,Inverse cohesive database,Software,Analytics,Lenovo,4864.74,911.02,Active,2025-10-20,2025-06-29,ERP
100782,PROD-100782,Re-contextualized composite definition,Storage,Backup,Citrix,2459.96,1941.39,Active,2023-02-25,2026-04-02,ERP
100783,PROD-100783,User-friendly directional architecture,Hardware,Desktop,Adobe,869.75,331.43,Active,2024-07-17,2025-01-12,ERP
100784,PROD-100784,Inverse high-level adapter,Security,Endpoint,HP,975.18,1464.84,Active,2022-02-05,2024-08-03,ERP
100785,PROD-100785,Multi-lateral interactive time-frame,Software,Database,Lenovo,4065.3,2888.02,Active,2023-04-21,2025-04-27,ERP
100786,PROD-100786,Front-line full-range flexibility,Collaboration,Productivity,Adobe,1092.98,665.95,Active,2025-09-05,2026-03-28,ERP
100787,PROD-100787,Robust exuding function,Storage,SAN,Cisco,263.56,2304.61,Active,2026-08-01,2026-07-20,ERP
100788,PROD-100788,Optimized cohesive orchestration,Cloud,Storage,Microsoft,4459.45,608.79,Active,2022-03-30,2026-06-15,ERP
100789,PROD-100789,Cross-group transitional hierarchy,Cloud,AI,HP,2607.37,1636.69,Active,2024-12-08,2025-07-02,ERP
100790,PROD-100790,De-engineered multi-state middleware,Hardware,Server,Dell,1122.14,2435.94,Active,2023-04-15,2025-04-22,ERP
100791,PROD-100791,Balanced clear-thinking hardware,Collaboration,Productivity,HP,1135.85,1657.8,Active,2022-04-16,2025-09-19,ERP
100792,PROD-100792,Re-engineered disintermediate access,Cloud,Storage,VMware,880.22,2750.22,Active,2022-01-12,2024-08-12,ERP
100793,PROD-100793,Progressive bi-directional architecture,Collaboration,Email,Cisco,1922.15,550.55,Active,2025-01-13,2024-12-24,ERP
100794,PROD-100794,Function-based human-resource portal,Hardware,Desktop,Lenovo,4141.25,2431.91,Active,2022-10-28,2025-10-19,ERP
100795,PROD-100795,Organic mission-critical time-frame,Cloud,Networking,Microsoft,4394.88,2137.43,Active,2024-12-13,2025-10-18,ERP
100796,PROD-100796,Open-architected optimal pricing structure,Software,Operating System,Adobe,3313.99,3610.39,Active,2025-05-22,2025-12-22,ERP
100797,PROD-100797,Inverse disintermediate system engine,Hardware,Monitor,Lenovo,1883.37,197.67,Active,2021-10-08,2026-07-09,ERP
100798,PROD-100798,Centralized composite middleware,Storage,NAS,Adobe,3958.3,1540.42,Active,2025-10-23,2024-11-02,ERP
100799,PROD-100799,Enterprise-wide upward-trending software,Software,Office,HP,1309.86,3069.29,Active,2023-02-16,2025-12-09,ERP
100800,PROD-100800,Cloned human-resource moratorium,Software,Analytics,Lenovo,1326.13,46.74,Active,2022-04-08,2025-07-22,ERP
100801,PROD-100801,Cross-group mobile function,Hardware,Laptop,Microsoft,1906.4,841.54,Active,2024-01-09,2026-06-05,ERP
100802,PROD-100802,Multi-lateral static circuit,Services,Implementation,Citrix,577.59,1718.63,Active,2022-10-08,2025-09-16,ERP
100803,PROD-100803,Upgradable needs-based framework,Security,Threat Protection,Lenovo,2845.12,2457.23,Active,2023-02-10,2025-02-02,ERP
100804,PROD-100804,Open-architected regional time-frame,Storage,NAS,Lenovo,2782.92,2241.31,Active,2024-09-20,2024-08-17,ERP
100805,PROD-100805,Re-contextualized intermediate framework,Cloud,AI,Adobe,1306.2,1243.95,Active,2024-06-24,2025-11-12,ERP
100806,PROD-100806,Synergized intermediate task-force,Services,Implementation,HP,4282.24,2645.65,Active,2021-08-08,2025-02-04,ERP
100807,PROD-100807,Programmable reciprocal time-frame,Networking,Wireless,HP,546.38,2045.67,Active,2023-04-02,2026-02-24,ERP
100808,PROD-100808,Future-proofed real-time contingency,Services,Consulting,HP,1976.06,2552.61,Active,2026-01-29,2025-09-14,ERP
100809,PROD-100809,Cross-group responsive Local Area Network,Software,Database,Adobe,4633.02,1755.63,Active,2023-02-03,2026-05-16,ERP
100810,PROD-100810,Cross-platform impactful utilization,Software,Analytics,Cisco,1885.63,2445.89,Active,2024-08-04,2025-09-22,ERP
100811,PROD-100811,Quality-focused content-based challenge,Storage,Archive,VMware,3572.45,2399.95,Active,2021-10-04,2024-09-12,ERP
100812,PROD-100812,Profit-focused encompassing benchmark,Cloud,Networking,Adobe,103.02,3406.01,Active,2024-12-06,2024-09-28,ERP
100813,PROD-100813,Virtual dynamic artificial intelligence,Security,Endpoint,Microsoft,3930.6,2054.43,Active,2025-11-23,2025-12-30,ERP
100814,PROD-100814,Enterprise-wide cohesive hardware,Networking,Switch,Microsoft,1830.71,2628.7,Active,2026-03-18,2024-09-21,ERP
100815,PROD-100815,Right-sized foreground model,Cloud,Compute,VMware,3909.38,1428.68,Active,2021-08-13,2025-03-01,ERP
100816,PROD-100816,Re-engineered encompassing synergy,Storage,Archive,Cisco,2612.83,2954.28,Active,2023-07-05,2026-07-09,ERP
100817,PROD-100817,Reduced holistic function,Software,Operating System,VMware,3644.39,2247.48,Active,2023-04-29,2025-02-09,ERP
100818,PROD-100818,Function-based directional analyzer,Services,Training,VMware,1170.16,3853.15,Active,2023-10-28,2025-09-05,ERP
100819,PROD-100819,Profound responsive artificial intelligence,Collaboration,Productivity,Microsoft,1342.48,1643.36,Active,2022-08-30,2025-08-05,ERP
100820,PROD-100820,Devolved systematic concept,Software,Operating System,VMware,1732.83,490.11,Active,2022-02-23,2025-09-14,ERP
100821,PROD-100821,Customer-focused grid-enabled project,Security,Threat Protection,Adobe,4831.97,2263.6,Active,2024-07-02,2025-07-05,ERP
100822,PROD-100822,Implemented content-based orchestration,Networking,Firewall,Adobe,3423.89,3588.68,Active,2024-09-03,2025-07-17,ERP
100823,PROD-100823,Horizontal 24hour superstructure,Hardware,Monitor,Dell,1326.21,1546.13,Active,2025-04-02,2026-03-26,ERP
100824,PROD-100824,Reduced incremental open architecture,Networking,Switch,Citrix,2091.51,1428.56,Active,2024-02-27,2025-03-24,ERP
100825,PROD-100825,User-centric 4thgeneration matrices,Hardware,Server,Cisco,1472.08,1610.75,Active,2024-10-11,2024-10-05,ERP
100826,PROD-100826,Devolved encompassing collaboration,Services,Consulting,HP,2408.95,1430.31,Active,2023-01-02,2024-12-28,ERP
100827,PROD-100827,Open-source intangible migration,Security,Endpoint,Cisco,2520.05,818.67,Active,2021-08-26,2025-04-28,ERP
100828,PROD-100828,Triple-buffered directional approach,Networking,Firewall,Cisco,1184.58,3343.89,Active,2024-12-08,2026-04-30,ERP
100829,PROD-100829,Stand-alone zero tolerance analyzer,Services,Support,Dell,643.4,336.99,Active,2022-07-28,2024-12-20,ERP
100830,PROD-100830,Front-line system-worthy encoding,Collaboration,Email,Microsoft,4247.65,1500.51,Active,2023-12-29,2025-09-09,ERP
100831,PROD-100831,Distributed coherent projection,Services,Implementation,VMware,2479.49,3937.97,Active,2026-04-26,2026-04-01,ERP
100832,PROD-100832,Adaptive foreground forecast,Security,Encryption,Cisco,3763.34,534.78,Active,2021-09-02,2026-08-01,ERP
100833,PROD-100833,Monitored dynamic task-force,Storage,Archive,Microsoft,2537.25,1590.02,Active,2021-12-11,2025-09-14,ERP
100834,PROD-100834,Open-architected reciprocal analyzer,Cloud,Networking,Dell,3506.31,1853.78,Active,2025-11-12,2026-04-24,ERP
100835,PROD-100835,Right-sized global toolset,Hardware,Laptop,Cisco,1928.17,425.47,Active,2024-03-30,2026-05-08,ERP
100836,PROD-100836,Future-proofed systematic knowledgebase,Services,Training,HP,2765.39,967.63,Active,2022-04-17,2025-07-28,ERP
100837,PROD-100837,User-centric zero tolerance service-desk,Collaboration,Voice,Citrix,960.37,1710.17,Active,2021-11-17,2026-06-16,ERP
100838,PROD-100838,Up-sized context-sensitive info-mediaries,Storage,Backup,Citrix,4278.91,1136.53,Active,2024-04-09,2026-02-28,ERP
100839,PROD-100839,Ameliorated dedicated workforce,Cloud,Storage,Cisco,4080.24,2890.24,Active,2022-01-13,2026-08-01,ERP
100840,PROD-100840,Re-engineered mobile data-warehouse,Networking,Wireless,Lenovo,1020.51,3205.15,Active,2026-06-16,2025-09-14,ERP
100841,PROD-100841,Re-engineered eco-centric data-warehouse,Cloud,Networking,Microsoft,924.21,2010.9,Active,2025-08-02,2026-07-16,ERP
100842,PROD-100842,Self-enabling systemic frame,Services,Implementation,VMware,1292.32,3437.55,Active,2026-02-15,2025-02-01,ERP
100843,PROD-100843,Synchronized logistical complexity,Hardware,Monitor,Dell,3468.19,263.64,Active,2022-11-16,2024-09-24,ERP
100844,PROD-100844,Reverse-engineered cohesive groupware,Security,Encryption,Dell,2276.78,1355.26,Active,2022-01-18,2025-04-30,ERP
100845,PROD-100845,Managed object-oriented middleware,Services,Training,VMware,1753.49,1661.75,Active,2025-05-06,2025-12-07,ERP
100846,PROD-100846,Customer-focused optimal leverage,Services,Support,HP,4897.9,1156.32,Active,2023-01-11,2026-07-20,ERP
100847,PROD-100847,Reduced user-facing access,Services,Implementation,Adobe,4453.68,1539.76,Active,2023-01-09,2024-10-13,ERP
100848,PROD-100848,Polarized directional infrastructure,Security,Encryption,HP,4347.88,2571.31,Active,2022-03-20,2026-04-15,ERP
100849,PROD-100849,Future-proofed foreground definition,Services,Implementation,Lenovo,4252.06,308.59,Active,2022-05-30,2026-04-11,ERP
100850,PROD-100850,Public-key zero administration artificial intelligence,Cloud,AI,Cisco,1601.74,2620.73,Active,2023-05-14,2024-10-09,ERP
100851,PROD-100851,Pre-emptive high-level protocol,Security,Encryption,VMware,4444.07,3129.37,Active,2023-05-04,2025-05-08,ERP
100852,PROD-100852,Multi-channeled multi-state customer loyalty,Services,Implementation,Lenovo,878.22,3420.49,Active,2026-06-26,2025-09-07,ERP
100853,PROD-100853,Customizable human-resource data-warehouse,Cloud,Storage,VMware,4705.16,2810.27,Active,2024-08-15,2024-08-28,ERP
100854,PROD-100854,Universal asynchronous analyzer,Software,Database,HP,2015.38,404.83,Active,2024-04-24,2024-12-26,ERP
100855,PROD-100855,Cross-platform cohesive extranet,Collaboration,Email,Microsoft,3866.12,2107.83,Active,2022-02-10,2026-03-27,ERP
100856,PROD-100856,Virtual human-resource knowledge user,Software,Operating System,VMware,3109.61,360.14,Active,2024-04-15,2025-11-17,ERP
100857,PROD-100857,Switchable stable frame,Storage,Backup,Cisco,1274.61,1154.6,Active,2025-05-12,2026-06-17,ERP
100858,PROD-100858,Cross-group 6thgeneration implementation,Cloud,Storage,HP,191.43,2662.61,Active,2022-09-17,2025-01-21,ERP
100859,PROD-100859,Horizontal 3rdgeneration emulation,Services,Implementation,Adobe,4876.16,2173.82,Active,2022-03-28,2025-07-30,ERP
100860,PROD-100860,Secured multimedia model,Security,Encryption,HP,4849.23,2798.05,Active,2025-04-15,2025-08-19,ERP
100861,PROD-100861,Managed client-driven productivity,Cloud,Networking,Lenovo,2641.13,2567.12,Active,2025-03-02,2026-02-12,ERP
100862,PROD-100862,Grass-roots next generation instruction set,Security,Threat Protection,Adobe,2721.36,3223.71,Active,2025-04-22,2025-10-02,ERP
100863,PROD-100863,Open-source static flexibility,Collaboration,Voice,Citrix,2090.41,643.98,Active,2021-10-22,2025-03-09,ERP
100864,PROD-100864,Proactive fresh-thinking workforce,Hardware,Laptop,HP,1752.23,1890.06,Active,2024-12-18,2024-08-20,ERP
100865,PROD-100865,Open-source responsive access,Hardware,Monitor,Adobe,1533.07,3069.33,Active,2023-01-12,2024-09-16,ERP
100866,PROD-100866,Organized regional website,Security,Endpoint,Microsoft,2763.65,774.57,Active,2023-06-14,2024-10-18,ERP
100867,PROD-100867,Distributed fresh-thinking orchestration,Storage,Archive,Cisco,858.18,2955.04,Active,2026-04-16,2025-01-28,ERP
100868,PROD-100868,Seamless interactive challenge,Storage,Archive,Cisco,1351.75,1703.4,Active,2021-09-19,2025-08-31,ERP
100869,PROD-100869,User-friendly leadingedge knowledgebase,Networking,Firewall,VMware,3259.86,2139.48,Active,2025-04-20,2025-12-02,ERP
100870,PROD-100870,Devolved client-server throughput,Security,Encryption,Cisco,4274.74,750.07,Active,2025-09-29,2025-09-08,ERP
100871,PROD-100871,Decentralized human-resource functionalities,Security,Identity,Adobe,3107.76,1106.73,Active,2026-07-06,2025-08-14,ERP
100872,PROD-100872,Automated high-level circuit,Collaboration,Meetings,Citrix,146.01,222.29,Active,2023-08-12,2024-10-24,ERP
100873,PROD-100873,Customer-focused 24hour paradigm,Hardware,Desktop,Dell,1446.47,522.03,Active,2024-09-17,2025-06-29,ERP
100874,PROD-100874,Robust human-resource initiative,Collaboration,Email,Cisco,496.48,83.53,Active,2022-06-13,2025-12-31,ERP
100875,PROD-100875,Progressive optimal parallelism,Networking,Firewall,Lenovo,1592.3,3202.86,Active,2022-02-06,2024-10-01,ERP
100876,PROD-100876,Enterprise-wide leadingedge paradigm,Services,Implementation,Microsoft,1684.73,3378.1,Active,2024-02-04,2025-07-22,ERP
100877,PROD-100877,Public-key next generation solution,Cloud,Compute,VMware,3889.48,308.75,Active,2026-05-28,2026-03-24,ERP
100878,PROD-100878,Self-enabling national analyzer,Collaboration,Meetings,Cisco,4483.71,1019.07,Active,2025-09-17,2026-05-01,ERP
100879,PROD-100879,Public-key mobile challenge,Storage,SAN,Dell,4874.26,2865.86,Active,2024-05-19,2025-02-04,ERP
100880,PROD-100880,Pre-emptive logistical help-desk,Storage,Archive,Cisco,3701.21,158.2,Active,2026-06-30,2026-02-04,ERP
100881,PROD-100881,Operative mobile model,Collaboration,Email,Cisco,2390.49,2733.73,Active,2024-02-06,2026-05-21,ERP
100882,PROD-100882,Upgradable attitude-oriented middleware,Security,Threat Protection,HP,3164.36,192.69,Active,2024-08-08,2025-03-19,ERP
100883,PROD-100883,Fully-configurable solution-oriented superstructure,Software,Analytics,Adobe,3210.67,814.93,Active,2026-05-14,2026-05-13,ERP
100884,PROD-100884,Function-based explicit knowledgebase,Hardware,Desktop,Dell,1218.03,1750.79,Active,2024-09-17,2025-10-08,ERP
100885,PROD-100885,Customizable interactive open system,Hardware,Desktop,VMware,2944.25,1598.34,Active,2025-11-07,2024-08-11,ERP
100886,PROD-100886,Mandatory logistical paradigm,Networking,Router,Microsoft,2926.33,2770.74,Active,2022-04-16,2025-12-22,ERP
100887,PROD-100887,Sharable discrete knowledgebase,Cloud,AI,Dell,1281.18,2012.18,Active,2022-10-20,2025-05-29,ERP
100888,PROD-100888,Enhanced cohesive parallelism,Services,Consulting,Microsoft,1809.81,636.83,Active,2024-10-31,2025-11-04,ERP
100889,PROD-100889,Switchable system-worthy hardware,Software,Database,Adobe,1201.74,3927.16,Active,2023-10-03,2025-01-26,ERP
100890,PROD-100890,Progressive value-added parallelism,Services,Implementation,Cisco,155.7,1526.63,Active,2024-02-25,2026-06-03,ERP
100891,PROD-100891,Managed client-driven strategy,Cloud,AI,Microsoft,2452.25,1764.06,Active,2022-06-20,2025-11-23,ERP
100892,PROD-100892,Innovative well-modulated time-frame,Security,Encryption,Cisco,2855.17,2185.89,Active,2024-09-22,2025-10-29,ERP
100893,PROD-100893,Multi-lateral real-time software,Services,Implementation,VMware,4344.93,2404.75,Active,2022-11-04,2026-08-01,ERP
100894,PROD-100894,Assimilated empowering secured line,Cloud,Compute,HP,2274.45,3282.19,Active,2024-01-04,2026-07-14,ERP
100895,PROD-100895,Programmable scalable artificial intelligence,Services,Implementation,Microsoft,3890.79,2036.18,Active,2024-11-15,2025-03-01,ERP
100896,PROD-100896,Up-sized global conglomeration,Cloud,Compute,Citrix,3891.28,974.18,Active,2022-10-05,2025-11-23,ERP
100897,PROD-100897,Switchable zero tolerance moderator,Software,Office,Cisco,2644.15,2002.76,Active,2022-04-24,2024-10-12,ERP
100898,PROD-100898,Up-sized neutral alliance,Cloud,AI,Citrix,2078.53,1305.05,Active,2025-10-22,2025-06-26,ERP
100899,PROD-100899,Innovative composite system engine,Software,Operating System,Microsoft,4184.21,540.85,Active,2026-02-16,2025-05-15,ERP
100900,PROD-100900,Networked encompassing capacity,Hardware,Desktop,Dell,2452.58,417.55,Active,2021-08-14,2026-03-12,ERP
100901,PROD-100901,Pre-emptive logistical extranet,Storage,Archive,VMware,292.97,902.37,Active,2026-04-21,2024-10-27,ERP
100902,PROD-100902,Digitized logistical synergy,Software,Operating System,Cisco,3295.96,3715.4,Active,2025-10-21,2026-05-30,ERP
100903,PROD-100903,Streamlined bottom-line knowledgebase,Software,Office,Microsoft,1836.58,2980.32,Active,2022-10-13,2026-04-14,ERP
100904,PROD-100904,Persevering non-volatile firmware,Storage,Backup,Microsoft,4127.03,1081.62,Active,2023-09-27,2025-03-05,ERP
100905,PROD-100905,Function-based 24hour customer loyalty,Hardware,Laptop,VMware,435.78,883.2,Active,2023-12-31,2025-10-20,ERP
100906,PROD-100906,Devolved systemic matrix,Software,Operating System,Cisco,2681.72,778.11,Active,2023-07-31,2026-04-15,ERP
100907,PROD-100907,Profound asymmetric software,Networking,Switch,Lenovo,3743.24,3070.98,Active,2023-04-19,2025-11-16,ERP
100908,PROD-100908,Open-source intermediate methodology,Services,Implementation,Lenovo,4419.98,688.07,Active,2025-01-22,2024-08-14,ERP
100909,PROD-100909,Re-engineered tertiary policy,Cloud,Networking,Citrix,3304.78,2147.25,Active,2022-10-14,2026-01-13,ERP
100910,PROD-100910,Upgradable transitional paradigm,Collaboration,Voice,Citrix,2772.9,3987.48,Active,2025-04-26,2025-08-31,ERP
100911,PROD-100911,Secured asynchronous data-warehouse,Services,Implementation,Lenovo,4139.47,1310.72,Active,2023-05-08,2025-10-16,ERP
100912,PROD-100912,Profound logistical groupware,Networking,Switch,Lenovo,3840.26,3706.43,Active,2025-08-24,2024-08-15,ERP
100913,PROD-100913,Cloned modular knowledgebase,Security,Threat Protection,Adobe,2265.12,1603.43,Active,2023-12-03,2025-12-30,ERP
100914,PROD-100914,Organized zero tolerance model,Hardware,Server,Microsoft,2612.17,3973.81,Active,2025-11-30,2024-08-07,ERP
100915,PROD-100915,Enterprise-wide scalable monitoring,Security,Identity,VMware,4922.75,878.92,Active,2025-06-29,2026-02-23,ERP
