GeographyID,GeographyCode,Country,StateProvince,City,Region,PostalCode,Latitude,Longitude,SourceSystem,CreatedDate,ModifiedDate
1193,GEO-1193,India,Punjab,Ludhiana,North,341736,30.840305,75.808113,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1194,GEO-1194,India,Tamil Nadu,Chennai,South,878967,13.088438,80.31265,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1195,GEO-1195,India,Kerala,Kochi,South,300845,9.885822,76.264772,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1196,GEO-1196,Australia,New South Wales,Sydney,ANZ,718226,-33.792543,151.213242,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1197,GEO-1197,India,Rajasthan,Jaipur,North,205409,26.965621,75.754699,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1198,GEO-1198,USA,Texas,Dallas,Central,288158,32.745063,-96.763717,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1199,GEO-1199,India,Telangana,Hyderabad,South,387636,17.312283,78.415424,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1200,GEO-1200,India,Rajasthan,Jaipur,North,831295,26.983454,75.809359,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1201,GEO-1201,Japan,Tokyo,Tokyo,APAC,614723,35.612614,139.572262,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1202,GEO-1202,India,Rajasthan,Jaipur,North,592198,26.908994,75.761813,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1203,GEO-1203,India,Maharashtra,Mumbai,West,364742,19.14657,72.874137,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1204,GEO-1204,India,Delhi,New Delhi,North,520172,28.612579,77.221323,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1205,GEO-1205,Saudi Arabia,Riyadh,Riyadh,Middle East,156213,24.657876,46.725083,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1206,GEO-1206,India,Rajasthan,Jaipur,North,189318,26.991427,75.726252,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1207,GEO-1207,Japan,Tokyo,Tokyo,APAC,536390,35.693211,139.696819,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1208,GEO-1208,India,Gujarat,Ahmedabad,West,913373,23.026112,72.563482,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1209,GEO-1209,Canada,Ontario,Toronto,East,411797,43.710827,-79.304795,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1210,GEO-1210,India,Rajasthan,Jaipur,North,696251,26.931764,75.804841,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1211,GEO-1211,Australia,New South Wales,Sydney,ANZ,204053,-33.797186,151.162546,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1212,GEO-1212,India,West Bengal,Kolkata,East,377501,22.598269,88.309029,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1213,GEO-1213,India,Kerala,Kochi,South,678805,9.86321,76.187728,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1214,GEO-1214,Canada,Ontario,Toronto,East,822858,43.66821,-79.416599,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1215,GEO-1215,India,Gujarat,Ahmedabad,West,402099,23.055613,72.603878,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1216,GEO-1216,Canada,Ontario,Toronto,East,174637,43.683182,-79.315374,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1217,GEO-1217,UAE,Dubai,Dubai,Middle East,718439,25.230589,55.340187,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1218,GEO-1218,USA,New York,New York,East,220351,40.71993,-73.982378,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1219,GEO-1219,India,Punjab,Ludhiana,North,966785,30.843758,75.786842,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1220,GEO-1220,India,Rajasthan,Jaipur,North,723948,26.952233,75.798373,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1221,GEO-1221,India,Rajasthan,Jaipur,North,560485,26.852297,75.817488,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1222,GEO-1222,Singapore,Singapore,Singapore,APAC,522060,1.422928,103.819876,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1223,GEO-1223,Canada,British Columbia,Vancouver,West,559023,49.215571,-123.194322,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1224,GEO-1224,USA,New York,New York,East,870214,40.684371,-74.045941,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1225,GEO-1225,India,Delhi,New Delhi,North,340044,28.687806,77.262753,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1226,GEO-1226,France,Ile-de-France,Paris,EMEA,715643,48.928726,2.432132,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1227,GEO-1227,Saudi Arabia,Riyadh,Riyadh,Middle East,961322,24.676722,46.601737,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1228,GEO-1228,Japan,Tokyo,Tokyo,APAC,283700,35.67148,139.674542,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1229,GEO-1229,India,Punjab,Ludhiana,North,290305,30.980511,75.847042,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1230,GEO-1230,Canada,British Columbia,Vancouver,West,195674,49.277902,-123.135364,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1231,GEO-1231,USA,California,San Francisco,West,802685,37.711636,-122.473668,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1232,GEO-1232,USA,New York,New York,East,827369,40.712075,-73.979987,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1233,GEO-1233,USA,Washington,Seattle,West,953085,47.64788,-122.406228,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1234,GEO-1234,India,Delhi,New Delhi,North,429795,28.574284,77.147547,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1235,GEO-1235,Japan,Tokyo,Tokyo,APAC,523808,35.734586,139.702288,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1236,GEO-1236,India,Karnataka,Bangalore,South,789606,13.030699,77.588516,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1237,GEO-1237,India,Maharashtra,Mumbai,West,296694,19.07895,72.897321,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1238,GEO-1238,Canada,British Columbia,Vancouver,West,755788,49.273427,-123.192442,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1239,GEO-1239,India,Punjab,Ludhiana,North,675898,30.841962,75.823385,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1240,GEO-1240,Singapore,Singapore,Singapore,APAC,608257,1.291528,103.895503,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1241,GEO-1241,Netherlands,North Holland,Amsterdam,EMEA,938141,52.325888,4.849441,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1242,GEO-1242,Germany,Bavaria,Munich,EMEA,114338,48.14346,11.516913,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1243,GEO-1243,India,Tamil Nadu,Chennai,South,583863,13.15423,80.294334,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1244,GEO-1244,India,Telangana,Hyderabad,South,622584,17.454224,78.453398,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1245,GEO-1245,Singapore,Singapore,Singapore,APAC,386706,1.338578,103.817,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1246,GEO-1246,Canada,British Columbia,Vancouver,West,355570,49.275786,-123.177557,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1247,GEO-1247,India,West Bengal,Kolkata,East,728492,22.573919,88.424592,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1248,GEO-1248,India,Delhi,New Delhi,North,389666,28.657528,77.265706,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1249,GEO-1249,USA,California,San Francisco,West,925981,37.776138,-122.368112,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
1250,GEO-1250,India,Rajasthan,Jaipur,North,861319,26.880169,75.80121,Google Colab,2026-08-05 11:59:15,2026-08-05 11:59:15
